iter	Logloss
253	0.08483351891
254	0.08479487056
255	0.08469840595
256	0.08464019998
257	0.08461307207
258	0.08444945766
259	0.08439237665
260	0.08429609794
261	0.08424340758
262	0.08416278005
263	0.08412445298
264	0.08411629809
265	0.08400105996
266	0.08385944218
267	0.08380041579
268	0.08376049469
269	0.08369544607
270	0.08359998447
271	0.08353778302
272	0.0834548945
273	0.08340679043
274	0.08337895875
275	0.08332890843
276	0.08328484716
277	0.08326406997
278	0.08321457994
279	0.08319074047
280	0.0831651092
281	0.08309298491
282	0.08304301773
283	0.08295595582
284	0.08292772112
285	0.08280934039
286	0.08275437263
287	0.08266002223
288	0.08261902833
289	0.08258026074
290	0.08245819519
291	0.08230554582
292	0.08224196211
293	0.08217914956
294	0.08217706488
295	0.08211203027
296	0.08206462667
297	0.08204128738
298	0.08196856232
299	0.08193240649
300	0.08186740671
301	0.08180929833
302	0.0817380372
303	0.08165866777
304	0.08159825419
305	0.08155898581
306	0.08153011769
307	0.08150470256
308	0.08145680833
309	0.08142508003
310	0.0813887873
311	0.08124210885
312	0.08120899857
313	0.08114737917
314	0.08108335094
315	0.08102860235
316	0.08096545599
317	0.08096319804
318	0.08093016054
319	0.08079013514
320	0.0807629356
321	0.08069907751
322	0.08065596683
323	0.08059518611
324	0.08059326465
325	0.08055058052
326	0.08053413202
327	0.08050133474
328	0.08046992328
329	0.08046786482
330	0.08035160842
331	0.08030293995
332	0.08027891844
333	0.08018408902
334	0.08014114876
335	0.08006346642
336	0.07998141324
337	0.07997950015
338	0.07989757898
339	0.07984615099
340	0.07982002682
341	0.07976406586
342	0.07972812769
343	0.079693667
344	0.07969087334
345	0.07968905711
346	0.07965047253
347	0.07958684488
348	0.07950246313
349	0.07942920017
350	0.07942743372
351	0.07937211413
352	0.07936989572
353	0.07932998504
354	0.0792687056
355	0.07921429613
356	0.0791969587
357	0.07919540766
358	0.07912667141
359	0.07907620644
360	0.07901300523
361	0.07895098244
362	0.07894949853
363	0.07890909318
364	0.07881866638
365	0.07879971601
366	0.07870481044
367	0.07868554131
368	0.07863824684
369	0.07853837401
370	0.07848916895
371	0.07844574185
372	0.07841054752
373	0.0783682417
374	0.07836694452
375	0.07823282278
376	0.07819101048
377	0.07813219193
378	0.0781309762
379	0.07811356628
380	0.07809347109
381	0.07806095527
382	0.07800889098
383	0.07796662926
384	0.07786687356
385	0.0778285053
386	0.07778361602
387	0.07776289178
388	0.07776183881
389	0.07774435954
390	0.07766047647
391	0.07761071508
392	0.07760958723
393	0.07756426379
394	0.07756341972
395	0.07750444239
396	0.07744682655
397	0.07742658307
398	0.07737836109
399	0.07735507723
400	0.07730218659
401	0.07726795019
402	0.07722564632
403	0.07704612268
404	0.07701428372
405	0.07697679217
406	0.07694788527
407	0.07691985696
408	0.0768593586
409	0.07681080259
410	0.07675274787
411	0.0766849129
412	0.07668386473
413	0.076669233
414	0.0766395457
415	0.07659562652
416	0.07659465555
417	0.07656125483
418	0.07654071429
419	0.07652294141
420	0.07637657933
421	0.07633990693
422	0.07629945995
423	0.07624792373
424	0.07621927768
425	0.07618595673
426	0.07614706259
427	0.07609286001
428	0.07598337692
429	0.07598252365
430	0.07595293736
431	0.07589301147
432	0.07586357151
433	0.07584276336
434	0.07578627175
435	0.07576573057
436	0.07573685797
437	0.07570130651
438	0.07566814603
439	0.0756322691
440	0.07558767199
441	0.07554305969
442	0.07549447222
443	0.0754633216
444	0.07544357678
445	0.0753861894
446	0.0753656113
447	0.07529014824
448	0.07528926988
449	0.07524463851
450	0.07522234906
451	0.07519352602
452	0.07514261422
453	0.07509851808
454	0.07506443705
455	0.07501205371
456	0.07499572496
457	0.07490434291
458	0.07488849827
459	0.07485465361
460	0.0748391889
461	0.07483836466
462	0.07478850562
463	0.07474439255
464	0.07474387875
465	0.07464548709
466	0.07462520343
467	0.07458415588
468	0.0745443556
469	0.07454370958
470	0.07450905065
471	0.07448712615
472	0.07442816463
473	0.07438721053
474	0.07436294522
475	0.07434192943
476	0.07431094265
477	0.07428617951
478	0.07426683311
479	0.07420323411
480	0.07417804876
481	0.0741376848
482	0.07407598872
483	0.07406070343
484	0.07402960193
485	0.07397669077
486	0.07389090893
487	0.07385958866
488	0.07381063895
489	0.07374743911
490	0.0737125632
491	0.07369800904
492	0.07363941079
493	0.07363873489
494	0.07359332136
495	0.07357489105
496	0.07354799788
497	0.0735191296
498	0.07351179766
499	0.07349795747
500	0.0734716868
501	0.07347102444
502	0.07342476278
503	0.07337054161
504	0.07333781906
505	0.07332481928
506	0.07329751631
507	0.07327372447
508	0.07324634268
509	0.07323196776
510	0.07318164499
511	0.07317168021
512	0.07317133026
513	0.0731524252
514	0.07312103109
515	0.07312041917
516	0.07310590457
517	0.07309094406
518	0.07308203814
519	0.07304292246
520	0.0730143518
521	0.07296695308
522	0.07292329626
523	0.07276867254
524	0.07270940413
525	0.0726819293
526	0.07265187355
527	0.07260383975
528	0.07254795835
529	0.07254795417
530	0.07249028224
531	0.07244739981
532	0.07241550129
533	0.07238299508
534	0.07235760786
535	0.07234379273
536	0.07234326202
537	0.07233770963
538	0.07231054842
539	0.07226972227
540	0.07225301926
541	0.07222494087
542	0.07219069232
543	0.07215970554
544	0.07212782486
545	0.0721076671
546	0.07210710847
547	0.07206813103
548	0.07205938222
549	0.07201472837
550	0.07199104554
551	0.07197330716
552	0.07194848216
553	0.07190646366
554	0.07186550478
555	0.07181493614
556	0.07178290723
557	0.07172780483
558	0.07170551683
559	0.07162656309
560	0.07158384637
561	0.07154541565
562	0.07147724864
563	0.07145568379
564	0.07142071636
565	0.07137522057
566	0.07135631967
567	0.07126099333
568	0.07126047708
569	0.07121571855
570	0.07117448709
571	0.07113795929
572	0.07110721559
573	0.07106528271
574	0.0710136138
575	0.07097224313
576	0.07095500632
577	0.0709057541
578	0.07078709948
579	0.07075263846
580	0.07074301972
581	0.07071740302
582	0.07068153388
583	0.07065200862
584	0.07061336433
585	0.07059039932
586	0.0705553282
587	0.07053992417
588	0.07050375431
589	0.07047487023
590	0.07043991062
591	0.07038386666
592	0.07034177639
593	0.07031586453
594	0.07028621436
595	0.07026919937
596	0.07026516856
597	0.07024948489
598	0.07023452191
599	0.07017895057
600	0.07009482572
601	0.07008078833
602	0.07005886697
603	0.07004559278
604	0.07003036632
605	0.07000369225
606	0.06995905404
607	0.06993548911
608	0.06990031361
609	0.06988104312
610	0.06986535057
611	0.06984541627
612	0.06980730123
613	0.06977741211
614	0.06974663412
615	0.06971309319
616	0.06967251298
617	0.0696572709
618	0.06964083598
619	0.06962622461
620	0.06955443673
621	0.06953182223
622	0.06951480721
623	0.06950489826
624	0.06948519513
625	0.06947313107
626	0.06943736105
627	0.06941210545
628	0.06937520018
629	0.0693370407
630	0.06933660045
631	0.06932744577
632	0.06931556918
633	0.06928324184
634	0.06924024154
635	0.06921434161
636	0.06920996651
637	0.06918466285
638	0.06916357253
639	0.06914003131
640	0.06911085352
641	0.06906208262
642	0.06903637429
643	0.06902292807
644	0.06900482581
645	0.06896761783
646	0.06893877814
647	0.06892718778
648	0.06889741982
649	0.06886694982
650	0.06883887019
651	0.06883883638
652	0.068799186
653	0.06874009951
654	0.06872826747
655	0.06870330565
656	0.06868436557
657	0.06868402116
658	0.06867123112
659	0.06865009173
660	0.06861493523
661	0.0685885344
662	0.06857285611
663	0.0685494498
664	0.06851919371
665	0.06849908341
666	0.06846886643
667	0.06845911845
668	0.06843784858
669	0.06843111029
670	0.06840219113
671	0.06837008556
672	0.06831115918
673	0.06828968519
674	0.06825407205
675	0.06823499736
676	0.0682205218
677	0.06819231183
678	0.0681586187
679	0.06813143687
680	0.06801021296
681	0.06798357224
682	0.0679576139
683	0.0679467028
684	0.06792504095
685	0.0679083576
686	0.06787838096
687	0.0678460409
688	0.06782488467
689	0.06778267875
690	0.06776551044
691	0.06775187735
692	0.06773811529
693	0.06770903856
694	0.06767782887
695	0.06765234937
696	0.06762001785
697	0.06760806811
698	0.06760769944
699	0.06756175919
700	0.0675372714
701	0.06750892554
702	0.06747647546
703	0.06745210221
704	0.06742554695
705	0.06738204926
706	0.06736884607
707	0.06734217241
708	0.06730426068
709	0.06725249945
710	0.06723997442
711	0.0672201866
712	0.06718954668
713	0.06715544339
714	0.06712209017
715	0.06708960416
716	0.06707333396
717	0.06704633661
718	0.06701942847
719	0.06692880547
720	0.06691198798
721	0.06690223646
722	0.06687697271
723	0.06686090706
724	0.06684341139
725	0.06681762949
726	0.06679062033
727	0.06678044761
728	0.06676513359
729	0.0667309148
730	0.06672433394
731	0.06671104128
732	0.06667197493
733	0.0666409766
734	0.0666128568
735	0.06659299033
736	0.06658144023
737	0.06655364903
738	0.06652839224
739	0.06650346823
740	0.06647434124
741	0.06644223451
742	0.06643644233
743	0.06641916022
744	0.06632858406
745	0.06628647534
746	0.0662565117
747	0.06622875147
748	0.06619749134
749	0.0661790249
750	0.06614442875
751	0.06611290582
752	0.0660865579
753	0.06607454799
754	0.0660410166
755	0.06600935391
756	0.06599548956
757	0.06597096359
758	0.06595716513
759	0.06593970311
760	0.0659286852
761	0.06591574851
762	0.06590620539
763	0.06588217066
764	0.06584275861
765	0.06579832753
766	0.06576705489
767	0.06573990575
768	0.0657173643
769	0.06568684913
770	0.06566297309
771	0.06564918884
772	0.06561575016
773	0.06558566731
774	0.06556863032
775	0.06556635831
776	0.0655389176
777	0.06549926394
778	0.06548429845
779	0.06545375386
780	0.06543721609
781	0.0654007355
782	0.06536696677
783	0.06533140814
784	0.06531222129
785	0.06528709293
786	0.06526586358
787	0.06525387883
788	0.06523333803
789	0.06520574866
790	0.06517580273
791	0.06516394616
792	0.06515096796
793	0.06512533657
794	0.06508925148
795	0.06503799641
796	0.06501460674
797	0.06497315832
798	0.06493881148
799	0.06491784012
800	0.06490446003
801	0.06486336698
802	0.06484532928
803	0.06484379672
804	0.06481362275
805	0.06478317007
806	0.06475261645
807	0.06472664912
808	0.06468363902
809	0.06466477401
810	0.06466334391
811	0.06463640973
812	0.06460028898
813	0.06456898373
814	0.06455188653
815	0.06452122491
816	0.06449556734
817	0.0644900279
818	0.06446173984
819	0.0644210689
820	0.06439282281
821	0.06436480738
822	0.06433961451
823	0.06430310684
824	0.06429313191
825	0.06425554132
826	0.06423338218
827	0.06419396914
828	0.06412972183
829	0.06411657326
830	0.06407824322
831	0.06405043534
832	0.06402363942
833	0.06400106613
834	0.06396902669
835	0.06395043569
836	0.06391272493
837	0.06386544154
838	0.06384947767
839	0.06383536815
840	0.06380347485
841	0.06378714737
842	0.06374518261
843	0.06371850843
844	0.06369014849
845	0.06363835146
846	0.06360692395
847	0.06355357234
848	0.0635425461
849	0.06351737983
850	0.06351715705
851	0.06350517889
852	0.0635037636
853	0.06350032542
854	0.06346386718
855	0.06344110757
856	0.06341651368
857	0.06337860916
858	0.06334097905
859	0.06330667432
860	0.06327700536
861	0.06323607397
862	0.06321301785
863	0.06319666947
864	0.06316852911
865	0.0631408137
866	0.06313585709
867	0.06310486866
868	0.06308433988
869	0.06307008496
870	0.06305078591
871	0.06303967489
872	0.0630310414
873	0.06302359746
874	0.06301257311
875	0.06299863663
876	0.06299740072
877	0.06296373259
878	0.06295336126
879	0.06294362648
880	0.06293912741
881	0.06291295762
882	0.06285336098
883	0.06285219339
884	0.0628314031
885	0.06281255471
886	0.06280524437
887	0.06279832652
888	0.06277866808
889	0.06276338757
890	0.0627411689
891	0.06272468059
892	0.06270283105
893	0.06269364997
894	0.06268416344
895	0.06267722782
896	0.06267164387
897	0.06263412364
898	0.06261446027
899	0.06260300698
900	0.06258238249
901	0.06256651804
902	0.0625523693
903	0.06252131015
904	0.06244031869
905	0.06241583956
906	0.06238720237
907	0.06238719448
908	0.06236164288
909	0.06236066227
910	0.06234732196
911	0.06233373447
912	0.06228200878
913	0.06226089889
914	0.06224903085
915	0.06221274147
916	0.06218856044
917	0.06215996493
918	0.06212216015
919	0.0621021046
920	0.06207598048
921	0.06207456731
922	0.06207371947
923	0.06205418698
924	0.0620527541
925	0.06201368868
926	0.06199510746
927	0.06196672482
928	0.06194996235
929	0.06193294987
930	0.06190964124
931	0.06188550551
932	0.06184649342
933	0.06174606477
934	0.06173967729
935	0.06170300737
936	0.06167895992
937	0.06165456412
938	0.06163820772
939	0.06161882204
940	0.06159529666
941	0.06157080145
942	0.06155825499
943	0.0615431169
944	0.06153436272
945	0.06148476226
946	0.06146709755
947	0.06142130124
948	0.06140578553
949	0.06139787849
950	0.06138600206
951	0.06137337301
952	0.06134666048
953	0.06133237121
954	0.06130845404
955	0.0612715904
956	0.06125988319
957	0.06120272813
958	0.06117999613
959	0.06116401649
960	0.06114976054
961	0.06112449867
962	0.06108851973
963	0.06105551498
964	0.06104717807
965	0.06102237679
966	0.06100897501
967	0.06097099483
968	0.06094030281
969	0.06090877871
970	0.06089379153
971	0.06087513369
972	0.06085087896
973	0.06081685709
974	0.06079024893
975	0.06074945185
976	0.06072106538
977	0.06070088513
978	0.06069561411
979	0.06065954278
980	0.06063186623
981	0.06061696147
982	0.0605909455
983	0.0605600527
984	0.06054918084
985	0.06051882381
986	0.0604942736
987	0.06047304538
988	0.06046178038
989	0.06043888421
990	0.06042764797
991	0.06041487703
992	0.06037292997
993	0.06032917551
994	0.06029522619
995	0.06026486558
996	0.06022138585
997	0.06020986159
998	0.06019793437
999	0.06017277063
